year,state,male_officer,male_civilian,female_officer,female_civilian
2013,PR,11553,186,3076,519
2013,RI,2258,277,185,349
2013,SC,12205,1505,1548,2657
2013,SD,1465,495,101,631
2013,TN,15986,4904,1655,6016
2013,TX,49084,15876,6119,20930
2013,UT,4331,768,347,1146
2013,VA,17224,1386,2261,3789
2013,VI,258,30,142,132
2013,VT,1167,161,116,280
2013,WA,9798,1643,1012,2742
2013,WI,11081,2227,1708,3315
2013,WV,3602,368,129,623
2013,WY,1465,197,192,514
2014,AK,1202,235,116,456
2014,AL,10613,2064,829,3591
2014,AR,6260,1607,556,2300
2014,AS,0,0,0,0
2014,AZ,11401,4802,1336,5415
2014,CA,68238,15357,10193,26289
2014,CO,10854,2468,1972,3533
2014,CT,7966,759,838,1076
2014,CZ,0,0,0,0
2014,DC,4085,291,1071,338
2014,DE,2552,572,297,744
2014,FL,39512,10909,6409,18322
2014,FS,0,0,0,0
2014,GA,31458,5784,6355,9388
2014,GM,0,0,0,0
2014,HI,3154,226,273,648
2014,IA,5028,1149,402,1821
2014,ID,2841,353,196,1281
2014,IL,29455,6587,4946,6884
2014,IN,10835,2429,847,2865
2014,KS,7604,1629,829,2469
2014,KY,9060,1095,705,1643
2014,LA,14027,1926,3553,3407
2014,MA,15787,1436,1437,2103
2014,MD,14143,2081,2168,3006
2014,ME,2179,212,153,329
2014,MI,17337,3460,2454,3783
2014,MN,8400,2206,1082,2805
2014,MO,14479,2929,1474,4140
2014,MP,0,0,0,0
2014,MS,5635,1474,523,2022
2014,MT,1837,442,121,653
2014,NB,3569,518,431,1065
2014,NC,22666,5469,2778,5904
2014,ND,1484,204,172,370
2014,NH,2520,272,236,602
2014,NJ,27660,3594,2726,5640
2014,NM,4005,715,426,1153
2014,NV,5028,1298,518,2182
2014,NY,54447,7514,8287,13365
2014,OH,21931,4150,2401,5683
2014,OK,7542,1993,600,2444
2014,OR,7265,2167,737,3018
2014,OT,0,0,0,0
2014,PA,24274,1983,2652,3209
2014,PR,11408,228,3125,543
2014,RI,2312,265,194,368
2014,SC,11037,1479,1411,2525
2014,SD,1585,547,110,698
2014,TN,16133,4764,1617,6077
2014,TX,48015,13935,6136,18349
2014,UT,4705,957,347,1208
2014,VA,17322,1445,2369,3764
2014,VI,250,26,157,86
2014,VT,1216,111,115,225
2014,WA,10106,1648,1037,2777
2014,WI,11381,2242,1737,3292
2014,WV,3299,451,125,620
2014,WY,1426,249,148,567
2015,AK,1200,235,116,456
2015,AL,10734,2133,861,3694
2015,AR,6285,1599,548,2402
2015,AS,0,0,0,0
2015,AZ,11678,4680,1399,5303
2015,CA,68507,15259,10141,26091
2015,CO,11266,2302,1643,4063
2015,CT,7199,738,782,1051
2015,CZ,0,0,0,0
2015,DC,3938,442,947,418
2015,DE,2550,524,297,801
2015,FL,42193,9820,6937,17711
2015,FS,0,0,0,0
2015,GA,32010,5685,6465,9558
2015,GM,0,0,0,0
2015,HI,3066,300,294,630
2015,IA,5124,1203,435,1876
2015,ID,2881,363,213,1346
2015,IL,30555,6859,4908,7297
2015,IN,11252,2500,890,2810
2015,KS,7313,1653,748,2384
2015,KY,9815,1151,792,1656
2015,LA,14155,2377,3447,3955
2015,MA,15943,1558,1473,2175
2015,MD,15435,2367,2275,3425
2015,ME,2223,215,153,353
2015,MI,17251,3386,2478,3638
2015,MN,8692,2239,1143,2768
2015,MO,14510,2886,1512,4087
2015,MP,0,0,0,0
2015,MS,5729,1445,540,2125
2015,MT,1911,650,132,752
2015,NB,3610,494,428,1069
2015,NC,22709,5330,2762,6015
2015,ND,1557,260,190,387
2015,NH,2524,271,239,600
2015,NJ,30636,4141,2893,6063
2015,NM,4171,728,460,1192
2015,NV,5665,747,701,2071
2015,NY,55351,7511,8663,13311
2015,OH,22861,4217,2505,5780
2015,OK,7952,2025,629,2558
2015,OR,8633,2160,949,3134
2015,OT,0,0,0,0
2015,PA,24270,2072,2646,3261
2015,PR,11140,231,3088,538
2015,RI,2267,264,183,364
2015,SC,11809,2000,1480,2973
2015,SD,1635,554,116,692
2015,TN,16167,5282,1589,5749
2015,TX,50342,14954,6587,19806
2015,UT,4737,994,335,1324
2015,VA,17312,1569,2284,3778
2015,VI,232,31,146,97
2015,VT,1104,111,120,202
2015,WA,10530,1725,1081,2900
2015,WI,11190,2436,1750,3282
2015,WV,3877,295,259,660
2015,WY,1400,274,141,516
2016,AK,1156,256,113,472
2016,AL,10887,2137,857,3617
2016,AR,6283,1599,579,2349
2016,AS,0,0,0,0
2016,AZ,11369,4613,1334,5391
2016,CA,68620,15575,10299,26144
2016,CO,11309,2383,1713,4147
2016,CT,7442,652,830,920
2016,CZ,0,0,0,0
2016,DC,3875,368,920,424
2016,DE,2618,534,319,870
2016,FL,42062,11806,7426,19612
2016,FS,0,0,0,0
2016,GA,32335,5796,6655,9523
2016,GM,0,0,0,0
2016,HI,4498,435,539,844
2016,IA,5078,1229,445,1861
2016,ID,2933,328,219,1375
2016,IL,29295,6520,4888,6844
2016,IN,11275,2582,881,2847
2016,KS,7395,1353,786,2220
2016,KY,8615,1012,645,1516
2016,LA,13786,2144,3252,4251
2016,MA,16052,1543,1519,2178
2016,MD,15452,2388,2234,3412
2016,ME,2251,221,158,359
2016,MI,17391,3674,2445,4128
2016,MN,9058,2453,1149,2908
2016,MO,14765,2834,1555,4177
2016,MP,0,0,0,0
2016,MS,5724,1456,551,2079
2016,MT,1921,672,129,731
2016,NB,3543,570,422,1028
2016,NC,22791,5415,2762,6233
2016,ND,1630,270,194,433
2016,NH,2534,281,240,611
2016,NJ,30890,4166,2992,6463
2016,NM,4569,886,504,1347
2016,NV,6190,680,772,2135
2016,NY,56144,7632,9039,13471
2016,OH,21497,4122,2345,5342
2016,OK,8330,1903,753,2609
2016,OR,7220,1970,721,2663
2016,OT,0,0,0,0
2016,PA,24003,1997,2629,3977
2016,PR,11408,228,3125,543
2016,RI,2294,264,184,369
2016,SC,11705,2053,1516,3095
2016,SD,1637,684,116,631
2016,TN,16135,4762,1695,5634
2016,TX,51533,16162,6791,21085
2016,UT,4812,1014,359,1363
2016,VA,17378,1430,2416,3749
2016,VI,236,30,167,98
2016,VT,1345,129,116,262
2016,WA,10083,1799,1053,2884
2016,WI,11195,2176,1887,3182
2016,WV,3809,394,148,605
2016,WY,1390,318,145,559
2017,AK,1135,249,112,437
2017,AL,4899,1132,338,1695
2017,AR,5408,1513,567,2042
2017,AS,0,0,0,0
2017,AZ,11480,4509,1382,5379
2017,CA,68403,15470,10337,25474
2017,CO,10762,2172,1657,3842
2017,CT,6567,582,758,860
2017,CZ,0,0,0,0
2017,DC,3325,299,903,398
2017,DE,2009,323,273,371
2017,FL,38985,10508,7153,18000
2017,FS,0,0,0,0
2017,GA,19992,2728,4054,5231
2017,GM,265,19,24,47
2017,HI,2644,235,307,543
2017,IA,4892,1155,441,1757
2017,ID,2656,341,204,1322
2017,IL,20897,5347,4318,4749
2017,IN,6766,485,585,991
2017,KS,6380,932,720,1879
2017,KY,7146,885,505,1267
2017,LA,12251,1498,3528,3206
2017,MA,15038,1534,1466,2073
2017,MD,14778,2035,2221,3199
2017,ME,2138,221,185,361
2017,MI,14940,3208,2191,3592
2017,MN,8587,2345,1131,2818
2017,MO,13172,2360,1503,3540
2017,MP,0,0,0,0
2017,MS,2133,489,248,726
2017,MT,1787,491,130,626
2017,NB,3065,553,407,1031
2017,NC,21353,4924,2817,5925
2017,ND,1541,230,207,439
2017,NH,2517,262,247,597
2017,NJ,28308,3580,3033,5548
2017,NM,2817,505,303,844
2017,NV,6020,819,798,2233
2017,NY,53305,7680,9128,13530
2017,OH,12101,1673,1387,2825
2017,OK,8160,1717,729,2451
2017,OR,6065,1672,718,2293
2017,OT,0,0,0,0
2017,PA,23225,1958,2619,2960
2017,PR,0,0,0,0
2017,RI,2315,260,196,386
2017,SC,7907,1470,1284,2113
2017,SD,1690,575,153,752
2017,TN,15091,4713,1654,5320
2017,TX,38763,11498,5585,16204
2017,UT,4633,936,355,1273
2017,VA,16670,1325,2412,3684
2017,VI,0,0,0,0
2017,VT,1081,107,112,197
2017,WA,9786,1821,1065,2913
2017,WI,11216,2350,1729,3217
2017,WV,3533,419,141,611
2017,WY,1105,284,138,498
2018,AK,1162,263,124,436
2018,AL,9763,2002,898,3196
2018,AR,6123,1533,620,2352
2018,AS,0,0,0,0
2018,AZ,11357,4417,1399,5255
2018,CA,68663,15339,10478,25561
2018,CO,10796,2181,1721,3817
2018,CT,6970,596,822,895
2018,CZ,0,0,0,0
2018,DC,3417,320,976,432
2018,DE,2043,381,272,615
2018,FL,37906,11142,6787,17843
2018,FS,0,0,0,0
2018,GA,22806,3120,4811,6630
2018,GM,0,0,0,0
2018,HI,2544,243,300,537
2018,IA,4632,1283,393,1716
2018,ID,2689,1134,205,1539
2018,IL,22164,5343,4580,4663
2018,IN,8831,1654,1189,2113
2018,KS,6105,901,716,1681
2018,KY,6977,879,500,1341
2018,LA,11195,1608,3031,3045
2018,MA,15220,1505,1497,2118
2018,MD,16141,2036,2393,3410
2018,ME,2162,214,187,369
2018,MI,15181,3578,2173,3219
2018,MN,8757,2429,1173,2908
2018,MO,12943,2301,1485,3497
2018,MP,0,0,0,0
2018,MS,2563,666,293,1008
2018,MT,1814,473,137,593
2018,NB,3380,572,427,1046
2018,NC,21517,4583,2878,5611
2018,ND,1562,251,214,450
2018,NH,2572,254,266,597
2018,NJ,28659,3521,3158,5509
2018,NM,2433,433,277,734
2018,NV,5588,847,685,1990
2018,NY,53072,7862,9255,14020
2018,OH,13383,1855,1666,3073
2018,OK,8159,1623,787,2523
2018,OR,5917,1775,701,2383
2018,OT,0,0,0,0
2018,PA,22863,1292,2642,2409
2018,PR,9723,187,2845,537
2018,RI,2296,245,198,374
2018,SC,10910,1446,1774,2711
2018,SD,1623,592,156,656
2018,TN,15610,4876,1753,5499
2018,TX,39616,10357,5945,15280
2018,UT,4728,893,378,1238
2018,VA,16722,1349,2540,3671
2018,VI,0,0,0,0
2018,VT,1268,147,153,290
2018,WA,9853,2081,1073,3012
2018,WI,11053,2260,1678,3057
2018,WV,4537,526,165,930
2018,WY,1358,292,132,541
