year,state,index_total,index_per100k,violent_total,violent_per100k,property_total,property_per100k,murder_total,murder_per100k,forcible_rape_total,forcible_rape_per100k,robbery_total,robbery_per100k,aggravated_assault_total,aggravated_assault_per100k,burglary_total,burglary_per100k,larceny_theft_total,larceny_theft_per100k,vehicle_theft_total,vehicle_theft_per100k
1970-01-01,PA,257795,2185.8,25970,220.2,231825,1965.6,637,54,1408,11.9,12810,108.6,11115,94.2,70730,599.7,120380,1020.7,40715,345.2
1971-01-01,PA,305070,2568.1,31917,268.7,273153,2299.5,738,62,1653,13.9,16853,141.9,12673,106.7,88176,742.3,141238,1189,43739,368.2
1972-01-01,PA,287510,2410.8,33052,277.1,254458,2133.6,721,60,1909,16,17800,149.3,12622,105.8,89343,749.1,124743,1046,40372,338.5
1973-01-01,PA,297758,2501.7,32397,272.2,265361,2229.5,754,63,1875,15.8,16498,138.6,13270,111.5,92078,773.6,129810,1090.7,43473,365.3
1974-01-01,PA,361385,3053.5,37281,315,324104,2738.5,795,67,2111,17.8,18876,159.5,15499,131,109808,927.8,169836,1435,44460,375.7
1975-01-01,PA,396139,3349.4,38933,329.2,357206,3020.3,808,68,2052,17.4,19935,168.6,16138,136.5,116295,983.3,197510,1670,43401,367
1976-01-01,PA,396184,3339.9,34985,294.9,361199,3045,719,61,2148,18.1,16366,138,15752,132.8,107472,906,212424,1790.8,41303,348.2
1977-01-01,PA,367397,3117.5,33328,282.8,334069,2834.7,655,56,2236,19,15356,130.3,15081,128,103408,877.5,191397,1624.1,39264,333.2
1978-01-01,PA,374205,3184.7,35381,301.1,338824,2883.6,725,62,2195,18.7,16064,136.7,16397,139.5,105737,899.9,193052,1643,40035,340.7
1979-01-01,PA,410047,3495.4,39133,333.6,370914,3161.8,724,62,2533,21.6,17855,152.2,18021,153.6,109668,934.9,215567,1837.6,45679,389.4
1980-01-01,PA,441793,3736.3,43032,363.9,398761,3372.4,809,68,2722,23,21039,177.9,18462,156.1,122800,1038.5,226496,1915.5,49465,418.3
1981-01-01,PA,436976,3683.2,44104,371.7,392872,3311.5,729,61,2662,22.4,22137,186.6,18576,156.6,122372,1031.5,226701,1910.8,43799,369.2
1982-01-01,PA,409670,3452.8,42767,360.4,366903,3092.3,678,57,2448,20.6,20806,175.4,18835,158.7,106867,900.7,220623,1859.4,39413,332.2
1983-01-01,PA,380103,3195.5,40782,342.8,339321,2852.6,583,49,2449,20.6,20501,172.3,17249,145,96425,810.6,205408,1726.8,37488,315.2
1984-01-01,PA,364114,3059.5,38154,320.6,325960,2738.9,538,45,2764,23.2,17656,148.4,17196,144.5,88517,743.8,196999,1655.3,40444,339.8
1985-01-01,PA,360028,3037.4,39240,331.1,320788,2706.4,550,46,2886,24.3,17429,147,18375,155,87417,737.5,194467,1640.7,38904,328.2
1986-01-01,PA,368778,3101.8,42629,358.6,326149,2743.3,659,55,2984,25.1,18085,152.1,20901,175.8,87362,734.8,196657,1654.1,42130,354.4
1987-01-01,PA,377563,3163.2,44087,369.4,333476,2793.9,642,54,3130,26.2,17241,144.4,23074,193.3,86177,722,205619,1722.7,41680,349.2
1988-01-01,PA,382020,3176.4,43534,362,338486,2814.4,660,55,2992,24.9,16607,138.1,23275,193.5,83791,696.7,203362,1690.9,51333,426.8
1989-01-01,PA,404594,3360.4,45586,378.6,359008,2981.8,753,63,2963,24.6,18025,149.7,23845,198,85925,713.7,216566,1798.7,56517,469.4
1990-01-01,PA,413018,3476.1,51213,431,361805,3045.1,801,67,3068,25.8,20930,176.2,26414,222.3,86624,729.1,215119,1810.5,60062,505.5
1991-01-01,PA,425638,3558.5,53824,450,371814,3108.6,758,63,3435,28.7,23191,193.9,26440,221.1,86074,719.6,228142,1907.4,57598,481.5
1992-01-01,PA,407431,3392.7,51276,427,356155,2965.7,746,62,3324,27.7,21701,180.7,25505,212.4,75834,631.5,224150,1866.5,56171,467.7
1993-01-01,PA,394136,3271.4,50295,417.5,343841,2853.9,823,68,3195,26.5,21563,179,24714,205.1,70125,582,220683,1831.7,53033,440.2
1994-01-01,PA,394326,3271.9,51425,426.7,342901,2845.2,712,59,3145,26.1,22497,186.7,25071,208,66468,551.5,222280,1844.3,54153,449.3
1995-01-01,PA,406209,3364.9,51586,427.3,354623,2937.6,755,63,3046,25.2,22858,189.3,24927,206.5,67815,561.8,236991,1963.1,49817,412.7
1996-01-01,PA,428756,3556.4,57905,480.3,370851,3076.1,686,57,3034,25.2,22784,189,31401,260.5,71357,591.9,250758,2079.9,48736,404.2
1997-01-01,PA,412463,3431.5,53140,442.1,359323,2989.4,705,59,3289,27.4,18788,156.3,30358,252.6,68218,567.5,246892,2054,44213,367.8
1998-01-01,PA,392788,3273,50470,420.5,342318,2852.4,633,53,3223,26.9,19787,164.9,26827,223.5,63777,531.4,235873,1965.4,42668,355.5
1999-01-01,PA,373452,3113.7,50431,420.5,323021,2693.2,592,49,3279,27.3,18670,155.7,27890,232.5,56037,467.2,227750,1898.9,39234,327.1
2000-01-01,PA,367858,2995.3,51584,420,316274,2575.3,602,49,3247,26.4,18155,147.8,29580,240.9,54080,440.4,225869,1839.2,36325,295.8
2001-01-01,PA,363840,2957.3,50432,409.9,313408,2547.4,651,53,3467,28.2,17500,142.2,28814,234.2,54345,441.7,223350,1815.4,35713,290.3
2002-01-01,PA,350446,2842.5,49578,402.1,300868,2440.4,624,51,3731,30.3,17163,139.2,28060,227.6,55610,451.1,212441,1723.1,32817,266.2
2003-01-01,PA,349849,2828,49210,397.8,300639,2430.2,647,52,3556,28.7,17980,145.3,27027,218.5,53918,435.9,213279,1724.1,33442,270.3
2004-01-01,PA,350609,2828.8,50998,411.5,299611,2417.3,650,52,3535,28.5,18474,149.1,28339,228.6,54443,439.3,214199,1728.2,30969,249.9
2005-01-01,PA,353205,2846.2,52761,425.3,300444,2421.9,756,61,3586,28.9,19214,154.9,29205,235.4,56134,452.5,214916,1732.4,29394,236.9
2006-01-01,PA,358653,2877.4,54665,434.9,303988,2443.5,736,59,3401,27.3,20974,168.6,29554,237.6,57623,463.2,216825,1742.9,29540,237.4
2007-01-01,PA,345259,2777.8,51782,416.5,293577,2361.3,723,58,3450,27.7,19458,156.5,28151,226.4,56020,450.6,211096,1697.9,26461,212.8
2008-01-01,PA,351353,2795.9,51050,406.2,300303,2389.7,707,56,3486,27.7,18873,150.2,27984,222.7,58687,467,219127,1743.8,22489,179
2009-01-01,PA,325370,2581.3,48188,382.3,277182,2199,664,53,3626,28.8,17504,138.9,26394,209.4,54772,434.5,204588,1623.1,17822,141.4
2010-01-01,PA,322978,2539.6,46612,366.5,276366,2173.1,653,51,3472,27.3,16375,128.8,26112,205.3,55206,434.1,204440,1607.5,16720,131.5
2011-01-01,PA,329631,2586.5,46189,362.4,283442,2224.1,639,50,3339,26.2,16165,126.8,26046,204.4,57966,454.9,208604,1636.9,16872,132.4
2012-01-01,PA,321946,2522.2,45384,355.5,276562,2166.7,707,55,3371,26.4,15735,123.3,25571,200.3,57040,446.9,204409,1601.4,15113,118.4
2013-01-01,PA,306001,2394.2,42825,335.1,263176,2059.1,611,48,2728,21.3,14739,115.3,23680,185.3,52000,406.8,197410,1544.5,13766,107.7
2014-01-01,PA,287280,2245.5,40298,315,246982,1930.5,610,48,2785,21.8,13545,105.9,22304,174.3,45718,357.3,188211,1471.1,13053,102
2015-01-01,PA,272289,2128.6,40348,315.4,231941,1813.2,665,52,3105,24.3,12965,101.4,22419,175.3,39573,309.4,180236,1409,12132,94.8
2016-01-01,PA,263242,2059.1,40447,316.4,222795,1742.7,661,52,3233,25.3,12326,96.4,23027,180.1,35520,277.8,174228,1362.8,13047,102.1
2017-01-01,PA,250346,1957.3,40030,313,210316,1644.3,742,58,4216,33,11777,92.1,23295,182.1,31925,249.6,165434,1293.4,12957,101.3
2018-01-01,PA,230008,1795.9,39192,306,190816,1489.9,784,61,4483,35,9848,76.9,24077,188,27104,211.6,150596,1175.9,13116,102.4
1960-01-01,RI,17812,2072.4,316,36.8,17496,2035.6,9,10,20,23,122,14.2,165,19.2,4388,510.5,10455,1216.4,2653,308.7
1961-01-01,RI,16267,1876.2,372,42.9,15895,1833.3,9,10,15,17,115,13.3,233,26.9,3937,454.1,9781,1128.1,2177,251.1
1962-01-01,RI,16504,1908,402,46.5,16102,1861.5,7,8,18,21,108,12.5,269,31.1,4002,462.7,9788,1131.6,2312,267.3
1963-01-01,RI,17744,2005,500,56.5,17244,1948.5,12,14,20,23,153,17.3,315,35.6,4765,538.4,10081,1139.1,2398,271
1964-01-01,RI,21557,2358.5,578,63.2,20979,2295.3,11,12,25,27,162,17.7,380,41.6,5880,643.3,12155,1329.9,2944,322.1
1965-01-01,RI,20705,2250.5,722,78.5,19983,2172.1,19,21,35,38,175,19,493,53.6,5486,596.3,11554,1255.9,2943,319.9
1966-01-01,RI,23158,2578.8,849,94.5,22309,2484.3,13,14,45,50,228,25.4,563,62.7,6354,707.6,11339,1262.7,4616,514
1967-01-01,RI,28227,3136.3,1156,128.4,27071,3007.9,20,22,43,48,283,31.4,810,90,8072,896.9,13519,1502.1,5480,608.9
1968-01-01,RI,35475,3885.5,1254,137.3,34221,3748.2,22,24,34,37,450,49.3,748,81.9,9948,1089.6,17284,1893.1,6989,765.5
1969-01-01,RI,37613,4128.8,1594,175,36019,3953.8,28,31,36,40,669,73.4,861,94.5,8950,982.4,19570,2148.2,7499,823.2
1970-01-01,RI,40542,4268.8,1944,204.7,38598,4064.1,30,32,34,36,744,78.3,1136,119.6,9677,1018.9,20763,2186.2,8158,859
1971-01-01,RI,46177,4810.1,2129,221.8,44048,4588.3,29,30,54,56,815,84.9,1231,128.2,10535,1097.4,24111,2511.6,9402,979.4
1972-01-01,RI,44073,4553,2424,250.4,41649,4302.6,13,13,80,83,791,81.7,1540,159.1,10880,1124,22094,2282.4,8675,896.2
1973-01-01,RI,45520,4678.3,2749,282.5,42771,4395.8,33,34,81,83,944,97,1691,173.8,11570,1189.1,22499,2312.3,8702,894.3
1974-01-01,RI,47918,5114,2651,282.9,45267,4831.1,36,38,69,74,853,91,1693,180.7,12144,1296.1,24474,2612,8649,923.1
1975-01-01,RI,52318,5643.8,2802,302.3,49516,5341.5,28,30,101,10.9,889,95.9,1784,192.4,13407,1446.3,26683,2878.4,9426,1016.8
1976-01-01,RI,52377,5650.2,2779,299.8,49598,5350.4,22,24,79,85,844,91,1834,197.8,13110,1414.2,28279,3050.6,8209,885.5
1977-01-01,RI,50739,5426.6,2820,301.6,47919,5125,34,36,98,10.5,809,86.5,1879,201,13927,1489.5,26592,2844.1,7400,791.4
1978-01-01,RI,49202,5262.2,3255,348.1,45947,4914.1,37,40,103,11,918,98.2,2197,235,13021,1392.6,25379,2714.3,7547,807.2
1979-01-01,RI,53599,5769.5,3485,375.1,50114,5394.4,30,32,141,15.2,1019,109.7,2295,247,14400,1550.1,28347,3051.3,7367,793
1980-01-01,RI,56113,5932.6,3864,408.5,52249,5524.1,42,44,162,17.1,1122,118.6,2538,268.3,16233,1716.3,28037,2964.3,7979,843.6
1981-01-01,RI,55709,5851.8,4205,441.7,51504,5410.1,40,42,170,17.9,1257,132,2738,287.6,15755,1654.9,27525,2891.3,8224,863.9
1982-01-01,RI,51388,5364.1,3849,401.8,47539,4962.3,35,37,186,19.4,1099,114.7,2529,264,13414,1400.2,27077,2826.4,7048,735.7
1983-01-01,RI,47802,5005.4,3392,355.2,44410,4650.3,26,27,160,16.8,1078,112.9,2128,222.8,12722,1332.1,25463,2666.3,6225,651.8
1984-01-01,RI,45926,4774,3220,334.7,42706,4439.3,33,34,205,21.3,1091,113.4,1891,196.6,11396,1184.6,24654,2562.8,6656,691.9
1985-01-01,RI,45723,4723.5,3355,346.6,42368,4376.9,35,36,253,26.1,1122,115.9,1945,200.9,11929,1232.3,24119,2491.6,6320,652.9
1986-01-01,RI,47799,4902.5,3271,335.5,44528,4567,34,35,209,21.4,1157,118.7,1871,191.9,12616,1293.9,25041,2568.3,6871,704.7
1987-01-01,RI,52115,5285.5,3547,359.7,48568,4925.8,35,35,241,24.4,1062,107.7,2209,224,14208,1441,26635,2701.3,7725,783.5
1988-01-01,RI,51784,5204.4,3947,396.7,47837,4807.7,41,41,303,30.5,1146,115.2,2457,246.9,12550,1261.3,27049,2718.5,8238,827.9
1989-01-01,RI,52144,5224.8,3772,378,48372,4846.9,49,49,266,26.7,1122,112.4,2335,234,12045,1206.9,27104,2715.8,9223,924.1
1990-01-01,RI,53712,5352.7,4334,431.9,49378,4920.8,48,48,248,24.7,1224,122,2814,280.4,12755,1271.1,27046,2695.3,9577,954.4
1991-01-01,RI,50595,5039.3,4638,462,45957,4577.4,37,37,310,30.9,1234,122.9,3057,304.5,11320,1127.5,26664,2655.8,7973,794.1
1992-01-01,RI,46009,4578,3965,394.5,42044,4183.5,36,36,311,30.9,950,94.5,2668,265.5,10529,1047.7,24052,2393.2,7463,742.6
1993-01-01,RI,44990,4499,4017,401.7,40973,4097.3,39,39,286,28.6,1011,101.1,2681,268.1,10409,1040.9,24101,2410.1,6463,646.3
1994-01-01,RI,41067,4119.1,3744,375.5,37323,3743.5,41,41,273,27.4,870,87.3,2560,256.8,9101,912.8,23039,2310.8,5183,519.9
1995-01-01,RI,42021,4244.5,3643,368,38378,3876.6,33,33,267,27,914,92.3,2429,245.4,9234,932.7,24780,2503,4364,440.8
1996-01-01,RI,39536,3993.5,3437,347.2,36099,3646.4,25,25,287,29,824,83.2,2301,232.4,8135,821.7,23367,2360.3,4597,464.3
1997-01-01,RI,36069,3654.4,3292,333.5,32777,3320.9,25,25,363,36.3,707,71.6,2197,222.6,7083,717.6,21499,2178.2,4195,425
1998-01-01,RI,34756,3517.8,3084,312.1,31672,3205.7,24,24,351,35.5,659,66.7,2050,207.5,6452,653,21391,2165.1,3829,387.6
1999-01-01,RI,35497,3582.6,2840,286.6,32657,3296,36,36,391,39.5,788,79.5,1625,164,6341,640,22284,2249,4032,406.9
2000-01-01,RI,36444,3476.4,3121,297.7,33323,3178.7,45,43,412,39.3,922,88,1742,166.2,6620,631.5,22038,2102.2,4665,445
2001-01-01,RI,39020,3682.3,3278,309.3,35742,3373,39,37,416,39.3,986,93,1837,173.4,6824,644,23875,2253.1,5043,475.9
2002-01-01,RI,38393,3593.8,3051,285.6,35342,3308.2,41,38,395,37,916,85.7,1699,159,6415,600.5,24051,2251.3,4876,456.4
2003-01-01,RI,35305,3280.9,3074,285.7,32231,2995.2,25,23,505,46.9,830,77.1,1714,159.3,5524,513.3,22320,2074.2,4387,407.7
2004-01-01,RI,33839,3131.5,2673,247.5,31166,2886,26,24,320,29.6,731,67.7,1596,147.8,5465,506.1,21623,2002.3,4078,377.6
2005-01-01,RI,31997,2980.4,2710,252.4,29287,2728,34,32,323,30.1,776,72.3,1577,146.9,5319,495.4,19567,1822.6,4401,409.9
2006-01-01,RI,30037,2713.6,2429,227.5,27618,2586.9,28,26,285,26.7,776,68.8,1381,129.4,5415,507.2,18621,1744.2,3582,335.5
2007-01-01,RI,30147,2849.9,2404,227.3,27743,2622.6,19,18,256,24.2,751,71,1378,130.3,5236,495,19281,1822.7,3226,305
2008-01-01,RI,32551,3089.8,2656,252.1,29895,2837.7,31,29,282,26.8,880,83.5,1463,138.9,5766,547.3,20926,1986.3,3203,304
2009-01-01,RI,30236,2870.9,2678,254.3,27558,2616.6,32,30,296,28.1,785,74.5,1565,148.6,5753,546.2,19403,1842.3,2402,228.1
2010-01-01,RI,29668,2818.8,2709,257.4,26959,2561.4,29,28,298,28.3,782,74.3,1600,152,6124,581.8,18432,1751.2,2403,228.3
2011-01-01,RI,30562,2908.8,2586,246.1,27976,2662.7,20,19,319,30.4,744,70.8,1503,143.1,6836,650.6,18765,1786,2375,226.1
2012-01-01,RI,29696,2827.4,2657,253,27039,2574.4,36,34,292,27.8,715,68.1,1614,153.7,5929,564.5,18478,1759.3,2632,250.6
2013-01-01,RI,28451,2701,2710,257.3,25741,2443.7,31,29,333,31.6,683,64.8,1547,146.9,5621,533.6,17881,1697.5,2239,212.6
2014-01-01,RI,25302,2398.5,2320,219.9,22982,2178.6,26,25,264,25,530,50.2,1398,132.5,4830,457.9,16317,1546.8,1835,173.9
2015-01-01,RI,22603,2141.2,2565,243,20038,1898.2,31,29,342,32.4,547,51.8,1520,144,3938,373.1,14714,1393.9,1386,131.3
2016-01-01,RI,22582,2137.6,2524,238.9,20058,1898.7,29,27,328,31,540,51.1,1513,143.2,3788,358.6,14674,1389,1596,151.1
2017-01-01,RI,21059,1993.3,2474,234.2,18585,1759.1,21,20,454,43,474,44.9,1525,144.3,3219,304.7,13882,1314,1484,140.5
2018-01-01,RI,19878,1880,2317,219.1,17561,1660.9,16,15,481,45.5,454,42.9,1366,129.2,2810,265.8,13220,1250.3,1531,144.8
1960-01-01,SC,35743,1500.2,3424,143.7,32319,1356.5,314,13.2,236,99,478,20.1,2396,100.6,10081,423.1,19636,824.1,2602,109.2
1961-01-01,SC,38175,1586,3318,137.8,34857,1448.2,280,11.6,224,93,501,20.8,2313,96.1,11524,478.8,20504,851.8,2829,117.5
1962-01-01,SC,40847,1676.8,3012,123.6,37835,1553.2,247,10.1,172,71,468,19.2,2125,87.2,12299,504.9,22696,931.7,2840,116.6
1963-01-01,SC,45454,1830.6,4075,164.1,41379,1666.5,249,10,150,60,536,21.6,3140,126.5,14288,575.4,23783,957.8,3308,133.2
1964-01-01,SC,52439,2052.4,4240,165.9,48199,1886.5,206,81,271,10.6,659,25.8,3104,121.5,15874,621.3,27982,1095.2,4343,170
1965-01-01,SC,47256,1859,4504,177.2,42752,1681.8,245,96,285,11.2,546,21.5,3428,134.9,13374,526.1,25450,1001.2,3928,154.5
1966-01-01,SC,51268,1982.5,5844,226,45424,1756.5,301,11.6,352,13.6,744,28.8,4447,172,13865,536.2,27417,1060.2,4142,160.2
1967-01-01,SC,54345,2091,6015,231.4,48330,1859.6,291,11.2,379,14.6,909,35,4436,170.7,16603,638.8,27509,1058.4,4218,162.3
1968-01-01,SC,58567,2175.6,5853,217.4,52714,1958.2,366,13.6,404,15,1152,42.8,3931,146,19073,708.5,28694,1065.9,4947,183.8
1969-01-01,SC,68677,2551.2,6449,239.6,62228,2311.6,336,12.5,378,14,1347,50,4388,163,21711,806.5,34099,1266.7,6418,238.4
1970-01-01,SC,79220,3058.1,7412,286.1,71808,2772,377,14.6,467,18,1557,60.1,5011,193.4,26407,1019.4,38740,1495.5,6661,257.1
1971-01-01,SC,82447,3138.4,8188,311.7,74259,2826.8,436,16.6,478,18.2,1640,62.4,5634,214.5,27077,1030.7,41414,1576.5,5768,219.6
1972-01-01,SC,87003,3264.7,10312,386.9,76691,2877.7,447,16.8,599,22.5,1762,66.1,7504,281.6,29760,1116.7,41003,1538.6,5928,222.4
1973-01-01,SC,90694,3327,10757,394.6,79937,2932.4,392,14.4,612,22.5,2158,79.2,7595,278.6,32557,1194.3,40675,1492.1,6705,246
1974-01-01,SC,115961,4165.3,12688,455.7,103273,3709.5,452,16.2,730,26.2,3547,127.4,7959,285.9,43497,1562.4,51914,1864.7,7862,282.4
1975-01-01,SC,130797,4641.5,14412,511.4,116385,4130.1,414,14.7,748,26.5,3125,110.9,10125,359.3,48306,1714.2,60764,2156.3,7315,259.6
1976-01-01,SC,139749,4906.9,17065,599.2,122684,4307.7,331,11.6,909,31.9,3010,105.7,12815,450,44247,1553.6,71292,2503.2,7145,250.9
1977-01-01,SC,139120,4837.3,18297,636.2,120823,4201.1,343,11.9,950,33,3046,105.9,13958,485.3,46407,1613.6,67368,2342.4,7048,245.1
1978-01-01,SC,142863,4895.9,18604,637.6,124259,4258.4,336,11.5,1032,35.4,2955,101.3,14281,489.4,43729,1498.6,72472,2483.6,8058,276.1
1979-01-01,SC,148540,5066.2,19889,678.3,128651,4387.8,368,12.6,1006,34.3,3156,107.6,15359,523.8,44160,1506.1,75807,2585.5,8684,296.2
1980-01-01,SC,166686,5439.2,20225,660,146461,4779.2,348,11.4,1148,37.5,3620,118.1,15109,493,51177,1670,85905,2803.2,9379,306
1981-01-01,SC,168402,5319.1,20275,640.4,148127,4678.7,330,10.4,1148,36.3,3805,120.2,14992,473.5,50520,1595.7,88887,2807.5,8720,275.4
1982-01-01,SC,171718,5361.2,23061,720,148657,4641.2,348,10.9,1242,38.8,3921,122.4,17550,547.9,47752,1490.9,92009,2872.6,8896,277.7
1983-01-01,SC,155723,4770.9,20133,616.8,135590,4154.1,321,98,1144,35,3425,104.9,15243,467,42263,1294.8,85501,2619.5,7826,239.8
1984-01-01,SC,153877,4662.9,20607,624.5,133270,4038.5,305,92,1329,40.3,3408,103.3,15565,471.7,40646,1231.7,84753,2568.3,7871,238.5
1985-01-01,SC,162013,4840.5,21121,631,140892,4209.5,304,91,1385,41.4,3143,93.9,16289,486.7,41955,1253.5,90260,2696.7,8677,259.2
1986-01-01,SC,173541,5137.4,22789,674.6,150752,4462.8,291,86,1395,41.3,3361,99.5,17742,525.2,45276,1340.3,96132,2845.8,9344,276.6
1987-01-01,SC,176794,5161.9,22773,664.9,154021,4497,318,93,1497,43.7,3463,101.1,17495,510.8,46511,1358,97892,2858.2,9618,280.8
1988-01-01,SC,189053,5412.3,25889,741.2,163164,4671.2,325,93,1493,42.7,4357,124.7,19714,564.4,49467,1416.2,103055,2950.3,10642,304.7
1989-01-01,SC,197348,5619.2,28576,813.7,168772,4805.6,320,91,1632,46.5,4574,130.2,22050,627.8,48914,1392.8,107845,3070.8,12013,342.1
1990-01-01,SC,210779,6045.2,34050,976.6,176729,5068.7,390,11.2,1873,53.7,5313,152.4,26474,759.3,48132,1380.4,115144,3302.4,13453,385.8
1991-01-01,SC,219980,6179.2,34621,972.5,185359,5206.7,402,11.3,2098,58.9,6092,171.1,26029,731.2,51793,1454.9,119784,3364.7,13782,387.1
1992-01-01,SC,212327,5893.1,34029,944.5,178298,4948.6,373,10.4,2072,57.5,6148,170.6,25436,706,49669,1378.5,116186,3224.7,12443,345.4
1993-01-01,SC,215060,5903.4,37281,1023.4,177779,4880,377,10.3,1905,52.3,6825,187.3,28174,773.4,47695,1309.2,117553,3226.8,12531,344
1994-01-01,SC,219870,6000.8,37756,1030.5,182114,4970.4,353,96,1991,54.3,6817,186.1,28595,780.4,46678,1274,122252,3336.6,13184,359.8
1995-01-01,SC,222723,6063.8,36067,981.9,186656,5081.8,292,79,1737,47.3,6461,175.9,27577,750.8,46083,1254.6,126416,3441.8,14157,385.4
1996-01-01,SC,229861,6214.1,36875,996.9,192986,5217.2,332,90,1821,49.2,6361,172,28361,766.7,47487,1283.8,129650,3505,15849,428.5
1997-01-01,SC,230637,6134,37235,990.3,193402,5143.7,314,84,1837,48.9,6624,176.2,28460,756.9,46322,1232,131325,3492.7,15755,419
1998-01-01,SC,221607,5777,34647,903.2,186960,4873.8,306,80,1753,45.7,5943,154.9,26645,694.6,44600,1162.7,126412,3295.4,15948,415.7
1999-01-01,SC,206907,5324.8,32920,847.2,173987,4477.6,258,66,1587,40.8,5760,148.2,25315,651.5,39630,1019.9,119912,3086,14445,371.7
2000-01-01,SC,209482,5221.4,32293,804.9,177189,4416.5,233,58,1511,37.7,5883,146.6,24666,614.8,38888,969.3,123094,3068.1,15207,379
2001-01-01,SC,219168,5395.4,33114,815.2,186054,4580.2,330,81,1769,43.5,5987,147.4,25028,616.1,42611,1049,126742,3120.1,16701,411.1
2002-01-01,SC,217569,5301.7,33761,822.7,183808,4479,298,73,1959,47.7,5774,140.7,25730,627,43745,1066,123196,3002,16867,411
2003-01-01,SC,221047,5328.1,33455,806.4,187592,4521.7,303,73,1952,47.1,5801,139.8,25399,612.2,43993,1060.4,127809,3080.7,15790,380.6
2004-01-01,SC,223616,53268,33160,789.9,190456,4536.9,286,68,1772,42.2,5468,130.3,25634,610.6,43739,1041.9,130991,3120.4,15727,374.6
2005-01-01,SC,217196,5037.8,32590,767.4,185606,4370.4,314,74,1862,43.8,5657,133.2,24757,582.9,42741,1006.4,126489,2978.4,16376,385.6
2006-01-01,SC,216400,4907.8,33078,765.5,183322,4242.3,359,83,1762,40.8,5899,136.5,25058,579.9,42772,989.8,124128,2873,16402,379.6
2007-01-01,SC,223028,4959,34746,788.3,188282,4271.7,352,80,1739,39.5,6346,144,26309,596.9,45214,1025.8,126048,2859.6,17026,386.3
2008-01-01,SC,222751,4946.4,32752,727.3,189999,4219.1,307,68,1683,37.4,6596,146.5,24166,536.6,45970,1020.8,126360,2806,17669,392.4
2009-01-01,SC,209109,4584.4,30799,675.2,178310,3909.2,305,67,1663,36.5,5753,126.1,23078,506,45443,996.3,119250,2614.4,13617,298.5
2010-01-01,SC,209021,4507.6,27923,602.2,181098,3905.4,265,57,1551,33.4,5017,108.2,21090,454.8,46261,997.6,121544,2621.1,13293,286.7
2011-01-01,SC,211137,4517.9,27894,596.9,183243,3921,320,68,1678,35.9,4631,99.1,21265,455,47351,1013.2,122255,2616,13637,291.8
2012-01-01,SC,207523,4393.5,26474,560.5,181049,3833,332,70,1712,36.2,4511,95.5,19919,421.7,45222,957.4,122340,2590.1,13487,285.5
2013-01-01,SC,197524,4139.3,24263,508.5,173261,3630.8,305,64,1739,36.4,3965,83.1,17760,372.2,40930,857.7,119730,2509,12601,264.1
2014-01-01,SC,192319,3982.5,24038,497.8,168281,3484.7,322,67,1522,31.5,4018,83.2,17513,362.7,37163,769.6,118173,2447.1,12945,268.1
2015-01-01,SC,187278,3826.1,24448,499.5,162830,3326.6,407,83,1717,35.1,3950,80.7,17652,360.6,34942,713.9,114778,2344.9,13110,267.8
2016-01-01,SC,185824,3745.6,24896,501.8,160928,3243.8,366,74,1711,34.5,4035,81.3,18108,365,32976,664.7,114032,2298.5,13920,280.6
2017-01-01,SC,185780,3699.9,25412,506.1,160368,3193.8,380,76,2576,51.3,3884,77.4,18572,369.9,31165,620.7,114931,2288.9,14272,284.2
2018-01-01,SC,178246,3505.9,24825,488.3,153421,3017.6,392,77,2434,47.9,3553,69.9,18446,362.8,29473,579.7,109616,2156,14332,281.9
1960-01-01,SD,7921,1164,282,41.4,7639,1122.5,14,21,37,54,62,91,169,24.8,1687,247.9,5363,788.1,589,86.6
1961-01-01,SD,7857,1138.7,245,35.5,7612,1103.2,12,17,42,61,61,88,130,18.8,1655,239.9,5323,771.4,634,91.9
1962-01-01,SD,7959,1103.9,279,38.7,7680,1065.2,24,33,42,58,62,86,151,20.9,1843,255.6,5160,715.7,677,93.9
1963-01-01,SD,8230,1116.7,278,37.7,7952,1079,9,12,39,53,78,10.6,152,20.6,1818,246.7,5458,740.6,676,91.7
1964-01-01,SD,8718,1219.3,408,57.1,8310,1162.2,9,13,39,55,59,83,301,42.1,1870,261.5,5837,816.4,603,84.3
1965-01-01,SD,8968,1275.7,415,59,8553,1216.6,11,16,48,68,65,92,291,41.4,1858,264.3,6177,878.7,518,73.7
1966-01-01,SD,10325,1513.9,568,83.3,9757,1430.6,10,15,61,89,68,10,429,62.9,2175,318.9,6964,1021.1,618,90.6
1967-01-01,SD,10492,1556.7,586,86.9,9906,1469.7,25,37,56,83,87,12.9,418,62,2302,341.5,7037,1044.1,567,84.1
1968-01-01,SD,11518,1753.1,563,85.7,10955,1667.4,25,38,67,10.2,127,19.3,344,52.4,2826,430.1,7449,1133.8,680,103.5
1969-01-01,SD,12072,1831.9,510,77.4,11562,1754.5,13,20,73,11.1,85,12.9,339,51.4,2801,425,8063,1223.5,698,105.9
1970-01-01,SD,13682,2053.6,616,92.5,13066,1961.1,25,38,74,11.1,114,17.1,403,60.5,3140,471.3,9302,1396.2,624,93.7
1971-01-01,SD,13797,2059.3,644,96.1,13153,1963.1,8,12,66,99,122,18.2,448,66.9,3037,453.3,9558,1426.6,558,83.3
