year,state,index_total,index_per100k,violent_total,violent_per100k,property_total,property_per100k,murder_total,murder_per100k,forcible_rape_total,forcible_rape_per100k,robbery_total,robbery_per100k,aggravated_assault_total,aggravated_assault_per100k,burglary_total,burglary_per100k,larceny_theft_total,larceny_theft_per100k,vehicle_theft_total,vehicle_theft_per100k
1972-01-01,SD,14446,2127.5,756,111.3,13690,2016.2,8,12,77,11.3,106,15.6,565,83.2,3210,472.8,9751,1436.1,729,107.4
1973-01-01,SD,14904,2175.8,869,126.9,14035,2048.9,26,38,88,12.8,169,24.7,586,85.5,3416,498.7,9631,1406,988,144.2
1974-01-01,SD,18215,2670.8,1234,180.9,16981,2489.9,14,21,73,10.7,139,20.4,1008,147.8,4072,597.1,11835,1735.3,1074,157.5
1975-01-01,SD,18707,2738.9,1402,205.3,17305,2533.7,25,37,113,16.5,212,31,1052,154,4561,667.8,11597,1698,1147,167.9
1976-01-01,SD,18113,2640.4,1277,186.2,16836,2454.2,12,17,105,15.3,159,23.2,1001,145.9,4256,620.4,11554,1684.3,1026,149.6
1977-01-01,SD,17993,2611.5,1303,189.1,16690,2422.4,14,20,93,13.5,123,17.9,1073,155.7,3931,570.5,11743,1704.4,1016,147.5
1978-01-01,SD,18556,2689.3,1128,163.5,17428,2525.8,13,19,75,10.9,110,15.9,930,134.8,4138,599.7,12186,1766.1,1104,160
1979-01-01,SD,20393,2959.8,1096,159.1,19297,2800.7,14,20,113,16.4,140,20.3,829,120.3,4316,626.4,13782,2000.3,1199,174
1980-01-01,SD,22320,3243.2,873,126.8,21447,3116.3,5,7,86,12.5,138,20.1,644,93.6,4766,692.5,15521,2255.2,1160,168.6
1981-01-01,SD,20640,3013.1,718,104.8,19922,2908.3,12,18,79,11.5,122,17.8,505,73.7,4348,634.7,14587,2129.5,987,144.1
1982-01-01,SD,18276,2644.9,684,99,17592,2545.9,19,27,79,11.4,118,17.1,468,67.7,3885,562.2,12889,1865.3,818,118.4
1983-01-01,SD,17833,2547.6,840,120,16993,2427.6,15,21,119,17,111,15.9,595,85,3820,545.7,12453,1779,720,102.9
1984-01-01,SD,18444,2612.5,1041,147.5,17403,2465,13,18,190,26.9,105,14.9,733,103.8,3529,499.9,13102,1855.8,772,109.3
1985-01-01,SD,18697,2640.8,967,136.6,17730,2504.2,13,18,168,23.7,121,17.1,665,93.9,3867,546.2,13142,1856.2,721,101.8
1986-01-01,SD,19229,2716,883,124.7,18346,2591.2,28,40,125,17.7,115,16.2,615,86.9,3919,553.5,13728,1939,699,98.7
1987-01-01,SD,18987,2678,849,119.7,18138,2558.3,13,18,146,20.6,87,12.3,603,85,3787,534.1,13673,1928.5,678,95.6
1988-01-01,SD,18454,2581,813,113.7,17641,2467.3,22,31,192,26.9,87,12.2,512,71.6,3703,517.9,13255,1853.8,683,95.5
1989-01-01,SD,19199,2685.2,969,135.5,18230,2549.7,9,13,229,32,84,11.7,647,90.5,3394,474.7,14057,1966,779,109
1990-01-01,SD,20249,2909.3,1133,162.8,19116,2746.5,14,20,239,34.3,86,12.4,794,114.1,3671,527.4,14678,2108.9,767,110.2
1991-01-01,SD,21647,3079.2,1281,182.2,20366,2897,12,17,279,39.7,132,18.8,858,122,4146,589.8,15412,2192.3,808,114.9
1992-01-01,SD,21322,2998.9,1383,194.5,19939,2804.4,4,6,368,51.8,120,16.9,891,125.3,3849,541.4,15371,2161.9,719,101.1
1993-01-01,SD,21151,2958.2,1490,208.4,19661,2749.8,24,34,318,44.5,107,15,1041,145.6,3927,549.2,14915,2086,819,114.5
1994-01-01,SD,22367,3102.2,1641,227.6,20726,2874.6,10,14,303,42,135,18.7,1193,165.5,3938,546.2,15916,2207.5,872,120.9
1995-01-01,SD,22312,3060.6,1513,207.5,20799,2853.1,13,18,299,41,189,25.9,1012,138.8,3942,540.7,15976,2191.5,881,120.9
1996-01-01,SD,21740,2969.9,1297,177.2,20443,2792.8,9,12,300,41,138,18.9,850,116.1,4077,557,15532,2121.9,834,113.9
1997-01-01,SD,23948,3245,1457,197.4,22491,3047.6,10,14,357,48.4,172,23.3,918,124.4,4088,553.9,17545,2377.4,858,116.3
1998-01-01,SD,19366,2624.1,1139,154.3,18227,2469.8,10,14,258,35,149,20.2,722,97.8,3458,468.6,14006,1897.8,763,103.4
1999-01-01,SD,19386,2644.3,1227,167.4,18159,2476.9,18,25,336,45.8,103,14,770,105,3255,444,14043,1915.5,861,117.4
2000-01-01,SD,17511,2319.8,1259,166.8,16252,2153,7,9,305,40.4,131,17.4,816,108.1,2896,383.7,12558,1663.7,798,105.7
2001-01-01,SD,17644,2326.7,1171,154.4,16473,2172.3,7,9,351,46.3,103,13.6,710,93.6,3087,407.1,12571,1657.7,815,107.5
2002-01-01,SD,17342,2280.5,1350,177.5,15992,2103,11,14,361,47.5,117,15.4,861,113.2,3034,399,12139,1596.3,819,107.7
2003-01-01,SD,16653,2177.1,1329,173.7,15324,2003.4,10,13,356,46.5,104,13.6,859,112.3,2878,376.3,11572,1512.9,874,114.3
2004-01-01,SD,16227,2105,1319,171.2,14885,1931.6,17,22,336,43.6,112,14.5,854,110.8,3148,408.5,10890,1413.1,847,109.9
2005-01-01,SD,15081,1946.2,1387,179,13694,1767.2,18,23,377,48.7,145,18.6,847,109.3,2505,323.3,10350,1343.7,839,108.3
2006-01-01,SD,15004,1890,1340,171.4,12664,1619.6,9,12,336,43,119,15.2,876,112,2605,338.9,9296,1188.9,718,91.8
2007-01-01,SD,14403,1821.5,1347,169.2,13156,1652.3,17,21,308,38.7,112,14.1,910,114.3,2378,298.7,10043,1261.3,735,92.3
2008-01-01,SD,15941,1981.4,2221,276.1,13720,1705.3,37,46,562,69.9,134,16.7,1488,185,2591,322.1,10244,1273.3,885,110
2009-01-01,SD,16155,1988.6,1777,218.7,14378,1769.9,30,37,501,61.7,117,14.4,1129,139,2621,322.6,10891,1340.6,866,106.6
2010-01-01,SD,17384,2128.8,2196,268.9,15188,1859.9,23,28,385,47.1,154,18.9,1634,200.1,3192,390.9,11196,1371.1,800,98
2011-01-01,SD,17404,2113.2,2105,255.6,15299,1857.6,20,24,503,61.1,167,20.3,1415,171.8,2927,355.4,11423,1387,949,115.2
2012-01-01,SD,19850,2401.1,2701,323.8,17326,2077.3,23,28,600,71.9,157,18.8,1921,230.3,3280,393.3,12973,1555.4,1073,128.6
2013-01-01,SD,19007,2248,2733,323.2,16274,1924.8,18,21,454,53.7,156,18.5,2052,242.7,3383,400.1,11955,1413.9,936,110.7
2014-01-01,SD,18837,2207.6,2801,328.3,16036,1879.3,23,27,336,39.4,199,23.3,2101,246.2,2817,330.1,12209,1430.8,1010,118.4
2015-01-01,SD,20041,2336,3302,384.9,16739,1951.1,33,38,367,42.8,215,25.1,2554,297.7,2969,346.1,12576,1465.9,1194,139.2
2016-01-01,SD,20762,2399,3621,418.4,17141,1980.6,27,31,379,43.8,272,31.4,2813,325,3000,346.6,12639,1460.4,1502,173.6
2017-01-01,SD,20341,2329.3,3753,429.8,16588,1899.5,27,31,575,65.8,264,30.2,2887,330.6,2835,324.6,12285,1406.8,1468,168.1
2018-01-01,SD,18821,2133.4,3570,404.7,15251,1728.7,12,14,614,69.6,262,29.7,2682,304,2571,291.4,11156,1264.5,1524,172.7
1960-01-01,TN,44250,1240.5,3250,91.1,41000,1149.4,302,85,194,54,961,26.9,1793,50.3,16505,462.7,20162,565.2,4333,121.5
1961-01-01,TN,45877,1269.1,3910,108.2,41967,1160.9,290,80,242,67,1100,30.4,2278,63,16702,462,20234,559.7,5031,139.2
1962-01-01,TN,50334,1385.1,3767,103.7,46567,1281.4,220,61,241,66,1266,34.8,2040,56.1,16772,461.5,24049,661.8,5746,158.1
1963-01-01,TN,54458,1474.2,3777,102.2,50681,1372,239,65,247,67,1048,28.4,2243,60.7,19056,515.9,25503,690.4,6122,165.7
1964-01-01,TN,59688,1571.6,4505,118.6,55183,1452.9,225,59,336,88,1148,30.2,2796,73.6,21321,561.4,27186,715.8,6676,175.8
1965-01-01,TN,58173,1513,5333,138.7,52840,1374.3,307,80,425,11.1,1100,28.6,3501,91.1,20107,522.9,26325,684.7,6408,166.7
1966-01-01,TN,70550,1816.9,6145,158.3,64405,1658.6,304,78,421,10.8,1337,34.4,4083,105.2,23394,602.5,33513,863.1,7498,193.1
1967-01-01,TN,82027,2107.6,8111,208.4,73916,1899.2,347,89,486,12.5,2199,56.5,5079,130.5,27703,711.8,36750,944.2,9463,243.1
1968-01-01,TN,86465,2174.7,8766,220.5,77699,1954.2,345,87,460,11.6,2830,71.2,5131,129,28616,719.7,38450,967.1,10633,267.4
1969-01-01,TN,87835,2204.1,9235,231.7,78600,1972.4,382,96,505,12.7,2996,75.2,5352,134.3,28492,715,38885,975.8,11223,281.6
1970-01-01,TN,94007,2395.6,10787,274.9,83220,2120.7,346,88,607,15.5,3218,82,6616,168.6,31656,806.7,40211,1024.7,11353,289.3
1971-01-01,TN,104266,2613.2,12520,313.8,91746,2299.4,496,12.4,721,18.1,3452,86.5,7851,196.8,35964,901.4,43671,1094.5,12111,303.5
1972-01-01,TN,106672,2646.3,12858,319,93814,2327.3,455,11.3,802,19.9,4076,101.1,7525,186.7,36049,894.3,45637,1132.2,12128,300.9
1973-01-01,TN,126259,3060.1,14771,358,111488,2702.1,544,13.2,1108,26.9,5383,130.5,7736,187.5,41663,1009.8,56206,1362.2,13619,330.1
1974-01-01,TN,151085,3659.1,15969,386.8,135116,3272.4,555,13.4,1062,25.7,6490,157.2,7862,190.4,55745,1350.1,65055,1575.6,14316,346.7
1975-01-01,TN,178850,4270.5,16627,397,162223,3873.5,477,11.4,1095,26.1,6987,166.8,8068,192.6,57766,1379.3,89184,2129.5,15273,364.7
1976-01-01,TN,179448,4258.4,16574,393.3,162874,3865.1,462,11,1072,25.4,6215,147.5,8825,209.4,55647,1320.5,93493,2218.6,13734,325.9
1977-01-01,TN,170768,3972.3,16743,389.5,154025,3582.8,434,10.1,1276,29.7,6266,145.8,8767,203.9,64154,1492.3,76371,1776.5,13500,314
1978-01-01,TN,160792,3690.4,16671,382.6,144121,3307.8,411,94,1335,30.6,6639,152.4,8286,190.2,52876,1213.6,76948,1766.1,14297,328.1
1979-01-01,TN,175786,4013.4,18135,414,157651,3599.3,430,98,1511,34.5,7277,166.1,8917,203.6,56710,1294.7,84850,1937.2,16091,367.4
1980-01-01,TN,204456,4497.9,20824,458.1,183632,4039.8,489,10.8,1700,37.4,8208,180.6,10427,229.4,68251,1501.5,98876,2175.2,16505,363.1
1981-01-01,TN,198756,4311.4,19019,412.6,179737,3898.9,448,97,1735,37.6,7916,171.7,8920,193.5,63811,1384.2,100526,2180.6,15400,334.1
1982-01-01,TN,205278,4413.6,19586,421.1,185692,3992.5,452,97,1651,35.5,8173,175.7,9310,200.2,59934,1288.6,110316,2371.9,15442,332
1983-01-01,TN,187946,4011.7,18836,402,169110,3609.6,410,88,1682,35.9,8094,172.8,8650,184.6,56498,1205.9,97785,2087.2,14827,316.5
1984-01-01,TN,183472,3889.6,21010,445.4,162462,3444.2,394,84,1887,40,7867,166.8,10862,230.3,53002,1123.6,92176,1954.1,17284,366.4
1985-01-01,TN,198419,4166.7,22592,474.4,175827,3692.3,429,90,2027,42.6,8614,180.9,11522,242,55563,1166.8,97159,2040.3,23105,485.2
1986-01-01,TN,217780,4534.2,25919,539.6,191861,3994.6,501,10.4,2256,47,9978,207.7,13184,274.5,63649,1325.2,102103,2125.8,26109,543.6
1987-01-01,TN,226516,4665.6,25900,533.5,200616,4132.2,444,91,2133,43.9,9409,193.8,13914,286.6,65632,1351.8,107459,2213.4,27525,566.9
1988-01-01,TN,219852,4469.4,26205,532.7,193647,3936.7,461,94,2201,44.7,8537,173.6,15006,305.1,60894,1237.9,106052,2156,26701,542.8
1989-01-01,TN,222972,4513.6,27118,548.9,195854,3964.7,417,84,2270,46,7926,160.4,16505,334.1,59621,1206.9,109908,2224.9,26325,532.9
1990-01-01,TN,246346,5051,32698,670.4,213648,4380.6,511,10.5,2415,49.5,9325,191.2,20447,419.2,61646,1264,124127,2545.1,27875,571.5
1991-01-01,TN,265811,5366.7,35955,725.9,229856,4640.7,547,11,2299,46.4,10543,212.9,22566,455.6,67608,1365,131855,2662.1,30393,613.6
1992-01-01,TN,258021,5135.8,37487,746.2,220534,4389.6,520,10.4,2377,47.3,10964,218.2,23626,470.3,63665,1267.2,127934,2546.5,28935,575.9
1993-01-01,TN,267164,5239.5,39047,765.8,228117,4473.8,521,10.2,2544,49.9,11224,220.1,24758,485.5,60299,1182.6,137683,2700.2,30135,591
1994-01-01,TN,264952,5119.8,38705,747.9,226247,4371.9,482,93,2545,49.2,10735,207.4,24943,482,59080,1141.6,138173,2670,28994,560.3
1995-01-01,TN,281864,5362.7,40549,771.5,241315,4591.2,557,10.6,2477,47.1,11732,223.2,25783,490.5,60086,1143.2,147143,2799.5,34086,648.5
1996-01-01,TN,289904,5449.3,41175,774,248729,4675.4,503,95,2475,46.5,11902,223.7,26295,494.3,61896,1163.5,152405,2864.8,34428,647.1
1997-01-01,TN,295873,5511.8,42389,789.7,253484,4722.1,511,95,3056,56.9,11487,214,27335,509.2,62899,1171.7,156843,2921.8,33742,628.6
1998-01-01,TN,273420,5034.4,38832,715,234588,4319.4,460,85,2485,45.8,9667,178,26220,482.8,58432,1075.9,148057,2726.1,28099,517.4
1999-01-01,TN,257413,4694.3,38111,695,219302,3999.3,391,71,2415,44,8598,156.8,26707,487,51362,936.7,142685,2602.1,25255,460.6
2000-01-01,TN,278218,4890.2,40233,707.2,237985,4183,410,72,2186,38.4,9465,166.4,28172,495.2,56344,990.4,154111,2708.8,27530,483.9
2001-01-01,TN,295768,5144.3,42776,744,252992,4400.3,423,74,2196,38.2,10219,177.7,29938,520.7,59705,1038.5,165015,2870.1,28272,491.7
2002-01-01,TN,292961,5025.4,41562,717.8,249399,4307.6,420,73,2290,39.6,9413,162.6,29439,508.5,61248,1057.9,161610,2791.3,26541,458.4
2003-01-01,TN,296974,5080.6,40409,691.3,256565,4389.3,396,68,2129,36.4,9413,161.9,28471,487.1,63323,1083.3,166769,2853.1,26473,452.9
2004-01-01,TN,295147,5024.4,41113,697.6,254991,4326.8,357,61,2282,38.7,8863,150.4,29611,502.5,60386,1024.7,169828,2881.7,24777,420.4
2005-01-01,TN,299839,5055.6,45104,755.7,256093,4299.9,431,72,2194,36.8,10009,168.1,32470,545.2,61508,1032.8,169357,2843.61,25228,423.6
2006-01-01,TN,299839,4888.3,45907,760.2,249297,4128.3,409,68,2142,35.5,11129,184.3,32227,533.7,62845,1040.9,163845,2713.2,22593,374.1
2007-01-01,TN,298104,4841.9,46380,753.3,251724,4088.6,397,64,2174,35.3,11022,179,32787,532.5,61715,1002.4,168351,2734.4,21658,351.8
2008-01-01,TN,296565,4752.3,44968,720.6,251597,4031.7,412,66,2085,33.4,10809,173.2,31662,507.4,65265,1045.8,167080,2677.4,19252,308.5
2009-01-01,TN,279090,4432.6,41933,666,237157,3766.6,468,74,2019,32.1,9653,153.3,29793,473.2,63832,1013.8,158309,2514.3,15016,238.5
2010-01-01,TN,271764,4271.2,38909,613.3,232855,3657.9,359,56,2173,33.7,8361,131.8,28016,442.2,64293,1012.2,153729,2411.9,14833,233.8
2011-01-01,TN,269795,4014,38895,643.6,230900,3371.4,380,60,2095,31.5,8082,126.5,28338,479.6,62830,870.2,153928,2300.1,14142,201
2012-01-01,TN,259138,4014.6,41213,638.5,217925,3376.1,400,62,2047,31.7,8151,126.3,30615,474.3,56231,871.1,148731,2304.2,12963,200.8
2013-01-01,TN,245746,3782.3,38063,585.8,207683,3196.5,335,52,1904,29.3,7333,112.9,27895,429.3,51334,790.1,144443,2223.1,11906,183.2
2014-01-01,TN,240900,3679.1,39989,610.7,200911,3068.4,369,56,1870,28.6,7268,111,29757,454.5,46798,714.7,141464,2160.5,12649,193.2
2015-01-01,TN,236863,3591.5,40816,618.9,196047,2972.6,418,63,2032,30.8,7499,113.7,30098,456.4,43753,663.4,139259,2111.6,13035,197.6
2016-01-01,TN,231932,3487,42097,632.9,189835,2854.1,486,73,1991,29.9,7813,117.5,31084,467.3,40312,606.1,134404,2020.7,15119,227.3
2017-01-01,TN,241968,3606.8,43940,655,198028,2951.8,538,80,3028,45.1,7867,117.3,32507,484.5,38819,578.6,140636,2096.3,18573,276.8
2018-01-01,TN,233505,3449.1,42226,623.7,191279,2825.4,498,74,2821,41.7,7190,106.2,31717,468.5,33132,489.4,137708,2034.1,20439,301.9
1960-01-01,TX,212407,2217.3,15428,161,196979,2056.2,824,86,892,93,3031,31.6,10681,111.5,57589,601.2,123415,1288.3,15975,166.8
1961-01-01,TX,208310,2128.2,15441,157.8,192869,1970.5,788,81,932,95,3042,31.1,10679,109.1,56814,580.4,120707,1233.2,15348,156.8
1962-01-01,TX,217270,2147.8,15516,153.4,201754,1994.4,730,72,937,93,3192,31.6,10657,105.3,58017,573.5,126751,1253,16986,167.9
1963-01-01,TX,231576,2243.3,17511,169.6,214065,2073.7,760,74,1008,98,3700,35.8,12043,116.7,62867,609,133454,1292.8,17744,171.9
1964-01-01,TX,260701,2507.5,19769,190.1,240932,2317.3,785,76,1176,11.3,4479,43.1,13329,128.2,68170,655.7,151736,1459.4,21026,202.2
1965-01-01,TX,272627,2583.9,21029,199.3,251598,2384.6,793,75,1132,10.7,4509,42.7,14595,138.3,71636,678.9,159767,1514.2,20195,191.4
1966-01-01,TX,308854,2872.5,24382,226.8,284472,2645.8,983,91,1237,11.5,5987,55.7,16175,150.4,82651,768.7,176987,1646.1,24834,231
1967-01-01,TX,340164,3129.7,26749,246.1,313415,2883.6,1073,99,1428,13.1,7558,69.5,16690,153.6,89387,822.4,195275,1796.6,28753,264.5
1968-01-01,TX,381640,3478.3,29646,270.2,351994,3208.1,1163,10.6,1589,14.5,9091,82.9,17803,162.3,103095,939.6,214729,1957.1,34170,311.4
1969-01-01,TX,443842,3967.5,36707,328.1,407135,3639.4,1269,11.3,2153,19.2,13045,116.6,20240,180.9,122152,1091.9,241732,2160.8,43251,386.6
1970-01-01,TX,467248,4173.3,40897,365.3,426351,3808.1,1299,11.6,2329,20.8,15280,136.5,21989,196.4,129866,1159.9,251091,2242.7,45394,405.4
1971-01-01,TX,469868,4100.1,43089,376,426779,3724.1,1383,12.1,2701,23.6,14220,124.1,24785,216.3,135648,1183.7,247653,2161,43478,379.4
1972-01-01,TX,455985,3914.4,41285,354.4,414700,3560,1440,12.4,2739,23.5,14013,120.3,23093,198.2,141613,1215.7,233646,2005.7,39441,338.6
1973-01-01,TX,486564,4125.5,45458,385.4,441106,3740.1,1506,12.8,2976,25.2,17056,144.6,23920,202.8,150463,1275.8,248538,2107.3,42105,357
1974-01-01,TX,576832,4787,47008,390.1,529824,4396.9,1652,13.7,3486,28.9,19757,164,22113,183.5,185928,1543,297850,2471.8,46046,382.1
1975-01-01,TX,661675,5407.2,47803,390.6,613872,5016.5,1639,13.4,3430,28,20076,164.1,22658,185.2,203821,1665.6,362665,2963.7,47386,387.2
1976-01-01,TX,682340,5464.4,44422,355.7,637918,5108.7,1519,12.2,3666,29.4,17352,139,21885,175.3,193280,1547.8,400767,3209.5,43871,351.3
1977-01-01,TX,692450,5397.1,52309,407.7,640141,4989.4,1705,13.3,4338,33.8,19552,152.4,26714,208.2,205672,1603.1,383451,2988.7,51018,397.6
1978-01-01,TX,723164,5556.8,56650,435.3,666514,5121.5,1853,14.2,4927,37.9,21395,164.4,28475,218.8,209770,1611.9,398923,3065.3,57821,444.3
1979-01-01,TX,793097,5925.3,67988,507.9,725109,5417.3,2235,16.7,6043,45.1,25667,191.8,34043,254.3,239758,1791.2,412515,3081.9,72836,544.2
1980-01-01,TX,870458,6143,77978,550.3,792480,5592.7,2392,16.9,6700,47.3,29547,208.5,39339,277.6,262600,1853.2,450792,3181.4,79088,558.1
1981-01-01,TX,892723,6050.3,78560,532.4,814163,5517.9,2446,16.6,6821,46.2,28528,193.3,40765,276.3,275978,1870.4,454879,3082.9,83306,564.6
1982-01-01,TX,962977,6302.2,88178,577.1,874799,5725.1,2466,16.1,6816,44.6,33618,220,45278,296.3,285967,1871.5,501727,3283.6,87105,570.1
1983-01-01,TX,928858,5907.3,80546,512.2,848312,5395,2239,14.2,6333,40.3,29769,189.3,42205,268.4,262198,1667.5,503582,3202.6,82532,524.9
1984-01-01,TX,964128,6029.9,80737,505,883391,5525,2093,13.1,7343,45.9,28540,178.5,42761,267.4,266074,1664.1,529518,3311.8,87799,549.1
1985-01-01,TX,1075295,6568.7,90030,550,985265,6018.7,2132,13,8364,51.1,31680,193.5,47854,292.3,289825,1770.5,595912,3640.3,99528,608
1986-01-01,TX,1235822,7408.1,109925,658.9,1125897,6749.2,2258,13.5,8607,51.6,40021,239.9,59039,353.9,341747,2048.6,665029,3986.5,119121,714.1
1987-01-01,TX,1296519,7722.4,105961,631.1,1190558,7091.3,1959,11.7,8068,48.1,38053,226.7,57881,344.8,355597,2118,711594,4238.5,123367,734.8
1988-01-01,TX,1345369,8017.7,109499,652.6,1235870,7365.1,2022,12.1,8119,48.4,39301,234.2,60057,357.9,361972,2157.2,739642,4407.9,134256,800.1
1989-01-01,TX,1346866,7926.9,111889,658.5,1234977,7268.4,2029,11.9,7951,46.8,37913,223.1,63996,376.6,342346,2014.9,741660,4365,150971,888.5
1990-01-01,TX,1329494,7826.8,129343,761.4,1200151,7065.3,2389,14.1,8750,51.5,44297,260.8,73907,435.1,314512,1851.5,731224,4304.7,154415,909
1991-01-01,TX,1356527,7819.1,145743,840.1,1210784,6979,2652,15.3,9266,53.4,49700,286.5,84125,484.9,312693,1802.4,734261,4232.3,163830,944.3
1992-01-01,TX,1246148,7057.9,142369,806.3,1103779,6251.6,2239,12.7,9437,53.4,44588,252.5,86105,487.7,268928,1523.2,689780,3906.8,145071,821.7
1993-01-01,TX,1161031,6439.1,137419,762.1,1023612,5677,2147,11.9,9922,55,40469,224.4,84881,470.8,233913,1297.3,664862,3687.3,124837,692.3
1994-01-01,TX,1079225,5872.4,129838,706.5,949387,5165.9,2022,11,9102,49.5,37643,204.8,81071,441.1,214687,1168.2,623947,3395.1,110753,602.6
1995-01-01,TX,1064336,5684.3,124303,663.9,940033,5020.5,1693,90,8563,45.7,33667,179.8,80380,429.3,202642,1082.3,632468,3377.8,104923,560.4
1996-01-01,TX,1092002,5708.9,123270,644.4,968732,5064.5,1477,77,8376,43.8,32804,171.5,80613,421.4,204390,1068.5,659414,3447.4,104928,548.6
1997-01-01,TX,1065357,5480.5,117126,602.5,948231,4878,1327,68,8011,41.2,30522,157,77266,397.5,201059,1034.3,645451,3320.4,101721,523.3
1998-01-01,TX,1010062,5111.6,111566,564.6,898496,4547,1346,68,7913,40,28677,145.1,73630,372.6,194883,986.3,606967,3071.7,96646,489.1
1999-01-01,TX,1008567,5031.7,112306,560.3,896261,4471.4,1217,61,7614,38,29405,146.7,74070,369.5,190362,949.7,613862,3062.6,92037,459.2
2000-01-01,TX,1033311,4955.5,113653,545.1,919658,4410.4,1238,59,7856,37.7,30257,145.1,74302,356.3,188975,906.3,637522,3057.4,93161,446.8
2001-01-01,TX,1098809,5141.6,122155,571.6,976654,4570,1332,62,8169,38.2,35348,165.4,77306,361.7,204362,956.3,669625,3133.3,102667,480.4
2002-01-01,TX,1130292,5199.8,126018,579.7,1004274,4620.1,1302,60,8508,39.1,37580,172.9,78628,361.7,212602,978.1,688992,3169.7,102680,472.4
2003-01-01,TX,1138981,5153,122246,553.1,1016735,4599.9,1422,64,8025,36.3,37017,167.1,75782,342.9,219877,994.8,698644,3160.8,98644,444.3
2004-01-01,TX,1132256,5038.6,121554,540.9,1010702,4497.7,1364,61,8388,37.3,35817,159.4,75985,338.1,220118,979.5,696507,3099.5,94077,418.6
2005-01-01,TX,1111384,4847.1,121091,528.1,990293,4319,1407,61,8511,37.1,35790,156.1,75383,328.8,219828,958.8,677042,2952.8,93423,407.5
2006-01-01,TX,1080838,4597.8,121378,516.3,959460,4081.5,1384,59,8372,35.6,37254,158.5,74368,316.4,215647,917.3,648384,2758.2,95429,405.9
2007-01-01,TX,1107196,4631.9,122054,510.6,985142,4121.3,1420,59,8439,35.3,38769,162.2,73426,307.2,228313,955.1,662930,2773.3,93899,392.8
2008-01-01,TX,1093506,4499.2,123586,508.5,969920,3990.7,1370,56,8055,33.1,37739,155.3,76422,314.4,230054,946.6,654482,2692.9,85384,351.3
2009-01-01,TX,1116766,4506.3,121684,491,995082,4015.3,1330,54,8311,33.5,38022,153.4,74021,298.7,240058,968.7,678455,2737.7,76569,309
2010-01-01,TX,1064477,4215.2,113231,448.4,951246,3766.8,1249,49,7622,30.2,32843,130.1,71517,283.2,228597,905.2,654626,2592.2,68023,269.4
2011-01-01,TX,997544,3891.8,104734,408.6,892810,3483.2,1130,44,7486,29.2,28620,111.7,67498,263.3,215775,841.7,613131,2392.1,63924,249.4
2012-01-01,TX,982934,3771.7,106475,408.6,876459,3363.1,1148,44,7715,29.6,30385,116.6,67227,258,205002,786.6,606425,2327,65032,249.5
2013-01-01,TX,971046,3663.5,108757,410.3,862289,3253.2,1140,43,7610,28.7,31810,120,65351,246.6,191062,720.8,605440,2284.2,65787,248.2
2014-01-01,TX,923226,3425.3,109711,405.9,813515,3019.4,1192,44,8400,30.6,31021,115.7,65862,243.6,168085,627.8,577018,2137.3,68412,254.3
2015-01-01,TX,892427,3253.5,113193,412.7,779234,2840.8,1317,48,8941,32.6,31924,116.4,67629,246.6,153067,558,558653,2036.7,67514,246.1
2016-01-01,TX,889989,3194.2,121042,434.4,768947,2759.8,1478,53,9858,35.4,33317,119.6,72880,261.6,148740,533.8,551151,1978.1,69056,247.8
2017-01-01,TX,847127,2991,123984,437.8,723143,2553.2,1405,50,14536,51.3,32120,113.4,75923,268.1,133458,471.2,521767,1842.2,67918,239.8
2018-01-01,TX,797357,2778.1,117927,410.9,679430,2367.2,1322,46,14693,51.2,28256,98.4,73656,256.6,117911,410.8,491702,1713.1,69817,243.2
1960-01-01,UT,22634,2541.4,484,54.3,22150,2487,9,10,61,68,185,20.8,229,25.7,3655,410.4,17081,1917.9,1414,158.8
1961-01-01,UT,19210,2097.2,451,49.2,18759,2047.9,16,17,62,68,186,20.3,187,20.4,3558,388.4,13575,1482,1626,177.5
1962-01-01,UT,22559,2332.9,554,57.3,22005,2275.6,22,23,76,79,217,22.4,239,24.7,4170,431.2,15804,1634.3,2031,210
1963-01-01,UT,23517,2392.4,598,60.8,22919,2331.5,24,24,77,78,225,22.9,272,27.7,4916,500.1,16177,1645.7,1826,185.8
1964-01-01,UT,25037,2523.9,888,89.5,24149,2434.4,15,15,100,10.1,263,26.5,510,51.4,5233,527.5,16906,1704.2,2010,202.6
1965-01-01,UT,28845,2913.6,886,89.5,27959,2824.1,15,15,88,89,229,23.1,554,56,6008,606.9,19887,2008.8,2064,208.5
1966-01-01,UT,33569,3330.3,1148,113.9,32421,3216.4,20,20,103,10.2,368,36.5,657,65.2,6952,689.7,22806,2262.5,2663,264.2
1967-01-01,UT,33223,3244.4,1194,116.6,32029,3127.8,28,27,74,72,394,38.5,698,68.2,7020,685.5,22702,2217,2307,225.3
1968-01-01,UT,37037,3581.9,1201,116.2,35836,3465.8,30,29,115,11.1,348,33.7,708,68.5,7665,741.3,25532,2469.2,2639,255.2
1969-01-01,UT,42092,4027.9,1460,139.7,40632,3888.2,26,25,147,14.1,512,49,775,74.2,8867,848.5,28654,2742,3111,297.7
1970-01-01,UT,44507,4201.7,1459,137.7,43048,4063.9,36,34,115,10.9,563,53.1,745,70.3,9692,915,30006,2832.7,3350,316.3
1971-01-01,UT,49299,4485.8,1689,153.7,47610,4332.1,30,27,161,14.6,665,60.5,833,75.8,10053,914.7,33949,3089.1,3608,328.3
