year,state,Black,Other,White,Female,Male,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
2015-01-01,WA,363404,884575,5915564,3585418,3578125,88893,88584,89634,89457,90513,91417,90649,92666,91990,89589,89027,88561,87554,86631,89030,90424,89622,90124,86764,84534,88230,91369,96182,103671,109435,111268,107253,104167,102827,104396,105946,103427,104254,104735,102841,103652,96617,93930,92740,89609,91748,87154,87112,91033,97306,99546,94537,90628,88296,88447,93810,96483,98510,98208,99642,100247,97391,97801,97163,94697,94646,92048,89494,84878,81818,79775,76925,75518,78576,57084,56364,54653,54033,46034,41177,38105,35300,33671,30361,28158,26581,23630,22457,21075,20045,129166
2015-01-01,WI,416246,245826,5099334,2897612,2863794,66747,67137,67434,68134,68595,70978,70844,73039,73859,73454,73339,74039,73359,73248,74649,76181,75052,75057,75781,80573,81723,83122,84479,82878,76270,73702,70620,69226,69816,72147,74977,72552,74319,74739,74225,76081,71197,69037,68058,65397,67210,64012,64799,68389,74327,75538,72512,72243,74675,76978,81722,84050,84839,86073,88650,88206,85938,85081,83757,80321,79896,77069,73695,71733,68490,65699,62989,60865,62456,45368,44566,43567,45070,39267,35373,32829,31898,30478,28337,26979,25493,22661,22098,21209,20198,127739
2015-01-01,WV,74765,21607,1745624,931181,910815,19932,20370,20667,20512,20511,20292,20441,21224,21225,21054,21008,21184,21208,21235,21486,22221,21770,21891,22034,22420,23360,24029,24375,25231,25467,24446,22525,21391,20951,20937,20994,20486,21972,21798,22235,23407,22364,22167,22281,21348,22467,21722,22687,23553,24921,24782,23360,22986,23385,23575,25321,25690,25552,25567,26388,27108,27342,27917,27892,26877,27346,26646,26196,25764,25401,24848,24865,24102,24886,17423,17466,16808,17387,15290,14213,13183,12592,12080,11172,10258,9810,8365,7893,7470,6899,40092
2015-01-01,WY,9846,24284,551538,286395,299273,7760,7620,7658,7674,7735,8124,8148,8334,8378,8104,7864,7621,7614,7353,7341,7521,7372,7331,7104,7464,7619,8214,8502,8680,8634,8624,8166,7778,7972,8289,8466,8328,8385,8217,7986,8275,7648,7375,7096,6864,6875,6654,6444,6646,6906,7138,6487,6310,6239,6422,6960,7333,7659,7789,8380,8576,8356,8393,8633,8490,8393,8042,7798,7316,7012,6695,6429,6366,6510,4571,4506,4442,4426,3810,3362,3245,3099,2837,2636,2377,2236,2037,1847,1821,1682,10245
2016-01-01,AK,35974,189401,516129,353416,388088,11220,11033,10911,10965,10706,10878,10546,10354,10452,10319,10048,10026,9889,9830,9771,9868,10056,9938,8931,8500,9938,10811,11513,11882,12938,13439,12952,12390,12209,11785,12131,11957,11275,11503,10953,10730,10536,9519,9289,9173,8605,8866,8280,8367,8774,9230,9556,8836,8602,8750,9001,9625,9969,10120,10187,10365,10559,10036,9955,9902,9488,9637,9057,8439,7867,7240,7078,6553,6120,6050,4449,4350,4070,3843,3312,2991,2610,2249,2116,1886,1691,1559,1418,1250,1107,6325
2016-01-01,AL,1328921,117230,3418594,2508492,2356253,58829,59390,58871,57999,58978,59401,59566,60203,62464,62243,61422,61149,61258,61212,61502,64820,65611,64409,63044,63071,63588,65622,68081,68952,70278,72004,70702,66239,62767,60950,60474,61378,59557,60712,61242,61320,63016,58904,58576,58509,55984,58650,57365,59364,62485,65754,64882,61122,59851,60196,61949,66757,67809,67510,68013,68367,69516,66886,66703,67012,64755,63966,61687,58988,56925,55139,54440,53518,53019,55113,40129,39973,38945,39766,34069,31004,29823,27780,26512,23490,22334,20907,18299,16723,15586,87367
2016-01-01,AR,485464,94134,2410812,1521173,1469237,38284,38583,38127,37830,38604,38457,38724,38801,40225,40734,39925,39648,39513,39265,38943,39870,40568,39976,38968,39342,40143,40273,41464,41089,42105,43237,42598,39872,38739,37698,37593,38090,37771,38375,38589,38683,39621,36884,36356,35738,34615,35974,34744,35360,36697,38262,38415,35990,35017,35137,35820,39213,40320,40440,39927,40137,40579,39302,38783,38662,37600,37188,36462,35223,33823,33099,32459,32127,31904,33660,24700,24982,24360,24512,21567,19943,19042,17408,16233,14661,13761,13239,11551,10793,9799,57615
2016-01-01,AZ,386552,687005,5871895,3492621,3452831,85073,87916,88049,88197,88099,89118,88596,90392,94422,94906,93793,93201,92829,90498,90860,92992,94310,92796,94050,94051,93404,95546,97821,100169,102679,104730,103394,97025,92976,91043,92099,91916,89707,91200,91756,90604,92672,85418,84117,83859,81786,84547,82279,81273,84071,88567,89006,83771,81181,79660,80376,85506,86390,86506,86382,87456,88520,85560,85302,84509,81933,81938,80213,78216,76485,75735,75988,75396,76268,81109,60202,59883,59142,60542,52569,48075,45000,41766,39123,35321,32880,30428,26493,25070,22985,133761
2016-01-01,CA,2819090,7139436,29250601,19727139,19481988,491081,500591,498783,499076,497864,508804,497502,496547,515463,517210,510938,507630,504602,501306,495142,510295,519473,514364,523612,512184,525174,540821,559851,577572,605710,637080,641027,613863,599449,582558,580621,582869,565319,569571,566226,553963,560916,520799,510411,507850,498322,513055,494257,495619,505982,530025,549657,518065,504787,494142,497817,522531,525889,521333,515019,516694,526159,496804,489641,480977,463940,460186,435960,415648,392600,379892,375760,355482,346770,353415,273585,268152,252083,248917,218689,200252,191511,177573,168184,155075,145572,138217,123801,117289,109488,720194
2016-01-01,CO,290285,322230,4928406,2753911,2787010,66515,67192,67236,66945,67751,69282,70493,70268,71927,72985,72379,72811,73074,72237,70373,71317,71235,69008,70313,72475,70578,72291,75961,79151,83350,86155,87685,85187,84280,85161,86519,86202,83348,83925,82878,82258,82327,76799,75108,73564,70943,73204,70102,69927,72542,76540,76793,72345,68318,66178,66658,71080,72664,73205,73630,75363,75793,73349,72657,72091,69339,68367,66092,64235,61491,58698,56678,54116,52923,54856,39114,37798,35998,35633,30627,27333,25428,23607,22014,19964,18620,17393,15583,14629,13761,84699
2016-01-01,CT,447715,202117,2928842,1833098,1745576,35926,36937,36878,37184,37841,39107,39235,39814,41485,42408,43119,43939,44575,44874,45404,46589,48002,48566,51473,52638,52717,51931,49803,47614,44869,43692,43529,42993,44170,44026,44680,44464,43329,43530,43887,43121,44305,42225,41371,41416,40268,41604,40678,42431,45249,49058,51097,49401,49489,50372,52746,55432,56034,55234,54892,56015,56303,54219,53837,52508,50184,49133,46289,44167,41369,39175,38141,36597,36745,39194,29067,28225,27863,29229,24538,21510,20077,18933,18188,16548,15931,15195,13827,13504,12761,91751
2016-01-01,DC,337225,37541,311809,360716,325859,9824,9430,8529,8665,8430,8140,7025,6551,6373,6199,5777,5477,5280,5068,5044,5277,5215,5371,8855,12133,10709,9411,9241,11240,13845,15178,16409,16817,17544,16978,17000,16415,15405,14971,14029,13223,12640,11565,10425,9674,8688,8654,8077,8031,8194,8376,8024,7694,7364,7226,7334,7796,7914,7782,7667,7623,7731,7275,7281,7138,6977,6973,6779,6459,6114,5945,5841,5647,5483,5331,4036,4019,3877,3725,3424,2996,2925,2658,2488,2341,2123,2016,1851,1729,1664,11903
2016-01-01,DE,225576,47368,676272,490085,459131,11016,10975,10981,10856,11181,11312,11250,11174,11438,11353,11501,11381,11457,11447,11369,11499,11896,11547,12640,12338,11624,11475,11907,12293,12896,13711,14053,13930,13085,12291,12244,12320,11789,11948,11717,11598,11860,11280,10986,10628,10198,10563,10200,10620,11206,12115,12506,11820,11772,12246,12600,13380,13509,13710,13568,13643,13719,13423,13664,13317,12965,12767,12351,12267,11936,11537,11438,11343,11448,12153,8789,8580,8433,8733,7541,6718,6079,5662,5437,4798,4511,4210,3648,3473,3307,19067
2016-01-01,FL,3604523,783366,16242093,10541320,10088662,225124,225948,226009,223442,225475,226775,223957,224739,233756,236307,235061,233195,231583,226666,232674,239901,245899,242824,237373,231594,237151,247472,256268,264705,276556,289936,292284,279946,270158,262669,262234,263466,255727,258636,257498,254154,259419,244209,243027,243121,237773,245470,241495,248478,261253,273949,275852,261388,258035,261871,269681,287186,294126,291527,289062,291380,291384,281122,278343,276784,268350,267273,260720,254107,249026,248483,246783,245652,249927,269046,204515,202616,200025,208980,182214,166416,157465,148448,141008,129643,121570,114320,100154,95378,89028,545738
2016-01-01,GA,3383693,516141,6404929,5288412,5016351,130234,132339,131550,131203,134461,135692,136749,137680,143636,144556,144007,142753,142959,141921,142510,145673,147405,142628,140677,140078,138025,141417,144372,147865,151674,153735,153235,146473,141951,139017,138236,140025,135199,138444,139543,139551,143930,135963,133654,132852,129311,134917,132491,136705,142701,149605,149326,139041,135439,135367,137219,143682,144299,141458,139447,138501,137607,131909,128953,127852,122224,119904,114228,109482,104815,101853,100360,97662,97101,99528,73012,71736,68768,69296,58930,53643,49904,45626,41953,37752,35396,33255,28543,26696,24339,139055
2016-01-01,HI,42865,1024397,360843,710528,717577,18202,18069,18223,18628,18357,18314,17190,16866,17290,16904,16539,16496,16725,16391,15642,15994,15895,15760,15048,15255,17131,18640,19939,20487,21290,22653,21829,20721,20606,20666,20439,20276,20275,20314,20019,19567,19951,18464,17741,17609,17116,17045,16453,16435,17019,17760,18712,17358,16830,16731,17129,18208,18047,18366,18339,18310,19403,18443,18602,18554,18463,18597,18059,17922,17278,16572,17055,16231,15998,15689,12755,12691,12129,10845,9683,8869,8305,7494,7121,6452,6189,6033,5479,5468,5455,40008
2016-01-01,IA,136798,104498,2890489,1574507,1557278,39239,39892,39999,39676,39474,39079,40720,40925,41947,42008,41749,40996,40831,40675,40208,40851,41799,41012,42553,48294,47681,47729,47684,44547,43995,41907,40603,38465,37094,36810,38619,40319,39293,40035,40714,40112,41301,38779,37446,36343,34598,35856,33694,33512,35703,38028,38657,36985,35933,36569,37186,39734,41082,41825,42905,44137,44669,42939,42975,42647,41311,41490,39709,38343,37478,35867,34070,32607,31594,32890,23577,23053,22697,23264,20413,19184,18177,17352,16699,15614,15208,14155,12585,12357,11763,79291
2016-01-01,ID,20250,67360,1595320,839955,842975,22580,23333,22712,23089,23031,23635,24091,24478,25367,25433,25313,25383,25378,24787,24442,25188,25116,24905,23380,22190,21099,21475,23034,23219,23597,23733,23562,22307,21309,21247,21344,21904,21605,21979,22174,22383,22708,21694,21226,20852,19984,20239,19408,18923,19610,20542,20563,19611,18758,18729,18811,19522,20239,20755,21178,21659,21614,20846,21215,21433,20667,20470,20108,20045,19314,18521,18041,17601,17415,18080,13195,13015,12846,13032,11065,10083,9422,8708,7941,7197,6654,6273,5391,5230,4812,27883
2016-01-01,IL,1956138,848680,10022077,6526169,6300726,155649,157513,154923,154499,156402,158234,159346,158647,163996,165044,165425,165895,168004,166713,166353,170134,172695,170470,166016,164175,168043,172926,177068,179248,183304,184967,184446,177538,176789,174794,177162,179574,173700,176332,175975,173718,179063,167474,164312,162913,157183,161171,155751,157404,165095,173395,174783,164989,162439,162888,165259,175101,177084,177477,177464,180378,182544,176241,174964,171680,164797,163179,154131,147426,140642,136105,130902,124922,122468,126151,92826,89862,88318,91482,80248,71831,67284,63444,60809,55506,52874,49747,43781,42097,39237,264057
2016-01-01,IN,693691,197851,5741802,3363309,3270035,82976,84464,83975,84600,84708,84901,85750,85888,88870,89521,88918,88698,89564,88893,88521,91366,92819,91393,86957,94785,96822,97431,96828,94204,96112,94136,90717,86615,84161,82227,83472,84268,81605,84176,84700,85166,87408,82829,81249,80055,77469,80407,77760,79458,83153,88681,87498,82417,80545,81687,83043,88730,91344,90558,90998,93128,93299,90471,90855,89617,86179,84872,81615,78178,75312,71847,69513,67747,65469,68314,48668,48507,46930,48664,42340,38557,35719,33723,32118,29047,27450,25772,22561,21916,20345,129115
2016-01-01,KS,206678,141415,2563170,1460786,1450477,38496,38586,39287,39370,39453,39848,40550,39963,40786,40877,40349,40073,39913,39980,39081,39934,40560,39877,38948,41576,43961,44293,44141,44099,42803,40758,38984,37586,37379,37140,38353,38997,38261,38945,39123,38768,39070,36335,34978,34799,33310,33797,31929,31918,33202,35058,35524,33481,32241,32576,33486,35870,37610,38472,38823,39822,39731,38752,38439,38666,37253,36974,35428,33797,32525,31168,29722,28336,27778,28970,20545,20498,20118,20256,17381,16174,15198,14345,13888,12747,12226,11651,10568,10356,9774,64600
2016-01-01,KY,395012,90690,3952527,2252065,2186164,55338,55549,55423,55379,55019,54780,54898,55423,56781,57372,56755,56617,56882,56354,55823,57344,58593,57854,56726,57004,58213,60166,61897,62590,64169,65488,63312,59029,55861,54700,54551,55623,54237,56185,56305,56992,58599,55940,55127,54912,52848,54378,52851,53907,57494,60183,59360,56566,55889,56207,57167,61834,63088,62615,62727,62979,63179,61584,61656,60723,58595,58686,56321,53736,52409,50473,49075,48366,47206,49360,35129,34611,33672,34201,29739,27569,25801,24249,22897,19935,18810,17638,15779,14639,13419,78869
2016-01-01,LA,1555065,132035,2991115,2390222,2287993,63410,63316,62982,61465,61004,61304,60857,61523,63576,63747,61772,61255,60660,60161,60251,61789,63061,61595,58276,56530,58619,62580,66134,68829,71280,74400,72884,69713,66480,65958,66415,67570,65440,65889,65519,64479,64486,60091,57835,56899,53969,53931,52108,52973,55413,57771,58020,55963,55609,55938,57180,61445,62684,62654,63166,63912,65615,63713,62309,62248,60409,60304,57426,54271,51963,50739,48881,46584,45680,47302,34436,34374,32944,32954,28685,26581,25093,23184,22060,19649,18587,17506,15461,14457,13421,78609
2016-01-01,MA,639117,524009,5662896,3514223,3311799,71860,72366,72351,72720,73355,74566,73512,73284,75573,76134,76632,77216,79008,79555,79661,81982,83967,84749,99017,107665,103823,100800,98043,95605,97132,97178,100377,99917,100120,99137,97809,96324,91103,90948,89480,86930,88224,83802,81600,79983,78495,80953,79100,81133,85696,91705,94597,91383,91481,93040,95682,100521,101858,100827,100240,101025,100907,97979,97098,94658,91017,89760,85493,82075,78144,75681,73108,71255,70288,73338,53027,51938,50279,51691,44043,39096,36448,34498,32854,30710,29144,27945,25027,24476,23540,159261
2016-01-01,MD,1904132,463079,3637481,3093874,2910818,73212,73821,73063,73140,73593,74761,74548,73454,75903,75730,74822,74829,74813,74295,74134,76524,77941,76688,78511,75016,75156,76587,76879,79432,80606,83151,85289,83307,83406,83340,82822,83501,81282,81877,82186,81785,83039,77499,75283,74492,71907,74049,71175,73326,77944,83250,84934,81353,81177,82009,84335,89220,90739,89689,88761,89111,89052,86265,84236,82222,78244,77039,72868,70086,65901,64101,61472,59714,59080,60907,44625,43767,42020,43090,37370,33360,30959,28807,27266,24514,23055,21624,19347,18789,17436,114780
2016-01-01,ME,25186,29110,1277074,679500,651870,12609,12791,12901,13084,13118,13136,13678,13758,14330,14508,14617,14784,14749,14692,14678,15222,15830,16133,16585,16394,15753,15437,15493,15363,15491,15728,15876,15919,15701,15555,15691,15677,14991,15251,15348,15211,15782,14921,14821,14521,14242,14820,14939,15395,16681,17954,18092,17450,17631,18209,18589,19652,20608,21170,21411,21766,21762,21598,21872,21658,20898,20699,20530,19933,19277,18442,18026,17795,17851,18448,12808,12637,12634,12784,10867,9600,8966,8441,8045,7443,6916,6698,6019,5695,5466,32826
2016-01-01,MI,1490668,431880,8029342,5054675,4897215,113025,114772,115558,114810,115448,116410,117736,117306,120730,122757,123045,124056,126514,125795,126887,131716,134197,133797,136952,133007,137433,143504,145722,146005,144531,146342,141122,127910,122445,117503,119235,120449,116098,118597,119404,119286,122148,116523,114707,112758,109699,113474,112555,115827,123624,132913,134165,127455,126092,128258,130989,138078,143065,143485,144317,146818,147546,145533,147165,145915,139941,137944,132427,126918,123366,118681,113105,109824,107174,111350,79828,78103,77417,80647,69840,61861,57186,53787,50847,45951,44058,41605,36391,34806,32672,212948
2016-01-01,MN,392487,376755,4754167,2774276,2749133,69726,70610,71246,70696,70671,70653,71689,71278,73542,73985,73026,73123,73618,71861,70495,71990,72452,71221,69709,71103,71229,72703,74191,73620,74724,71856,73178,72456,72722,74339,75903,77876,75922,77013,77987,77026,77014,71873,68849,66596,63976,65003,61517,61784,64931,70469,71913,68995,67460,67784,70171,74811,77265,78854,79727,81518,81909,78806,77888,76141,72816,71579,68831,66061,63943,60849,57962,54796,52992,54583,39359,39192,38179,39420,34085,31100,29332,27698,26097,24346,23067,21477,19291,18816,17874,118971
2016-01-01,MO,764501,185474,5137228,3099426,2987777,74508,75063,75621,74948,74756,75470,75358,76098,78384,78790,78511,77867,77800,77305,76813,79062,80397,79306,76750,79231,80934,82909,84606,84951,88289,87675,85288,81634,78773,78571,80160,80596,78142,80482,79986,79588,80733,74929,73229,71671,68455,70386,67791,69169,73160,78209,78020,73622,71925,73299,74699,81199,84508,85947,87033,88596,88729,85615,85123,84768,80968,79553,76721,73318,70781,68533,66286,64270,63114,65953,47818,47722,47223,48445,42126,38808,36016,33760,31837,28909,27641,26252,23572,22470,20877,128793
2016-01-01,MS,1142910,54477,1790911,1538838,1449460,37668,38073,37999,37717,38465,38408,38951,40520,42179,43258,41564,40813,40519,40065,39770,41494,42578,40990,40983,42175,41071,42452,43296,43841,44643,44412,43451,40910,37940,37129,37264,38273,37050,38147,38555,39020,39595,36965,36135,36016,34917,35468,34572,35459,37371,38832,38562,36198,35794,35436,36271,38987,39829,39876,40174,40538,41183,39956,39352,39599,38130,38113,36328,34306,33356,32668,31903,30560,30006,31556,22807,22602,22043,22151,19228,17971,17064,15931,15274,13448,12711,11984,10012,9621,8714,51083
2016-01-01,MT,9642,87180,944041,516873,523990,12447,12712,12558,12504,12470,12400,12525,12803,13079,13269,12949,12767,12676,12416,12487,12606,12639,12650,12410,13343,13880,14403,15110,15390,15272,14394,13792,13224,12905,12609,12748,13112,13212,13386,13532,13176,13466,12609,12364,12119,11390,11289,10883,11009,11321,12240,12164,11626,11278,11422,11737,12938,13511,13993,14482,15041,15365,15221,15559,15569,15369,15337,15114,14939,14451,13986,13418,12830,12397,12857,9256,9031,8880,8984,7730,7268,6566,6069,5645,5329,4852,4480,4041,3664,3445,22474
